role,championId,win,allies,enemies
MIDDLE,893,1,"875,104,67,40","122,64,136,360,43"
BOTTOM,67,1,"875,104,893,40","122,64,136,360,43"
UTILITY,40,1,"875,104,893,67","122,64,136,360,43"
TOP,887,1,"950,75,202,99","2,30,800,804,117"
JUNGLE,950,1,"887,75,202,99","2,30,800,804,117"
MIDDLE,75,1,"887,950,202,99","2,30,800,804,117"
BOTTOM,202,1,"887,950,75,99","2,30,800,804,117"
UTILITY,99,1,"887,950,75,202","2,30,800,804,117"
TOP,2,0,"30,800,804,117","887,950,75,202,99"
JUNGLE,30,0,"2,800,804,117","887,950,75,202,99"
MIDDLE,800,0,"2,30,804,117","887,950,75,202,99"
BOTTOM,804,0,"2,30,800,117","887,950,75,202,99"
UTILITY,117,0,"2,30,800,804","887,950,75,202,99"
TOP,36,0,"60,950,96,76","68,121,105,523,44"
JUNGLE,60,0,"36,950,96,76","68,121,105,523,44"
MIDDLE,950,0,"36,60,96,76","68,121,105,523,44"
BOTTOM,96,0,"36,60,950,76","68,121,105,523,44"
UTILITY,76,0,"36,60,950,96","68,121,105,523,44"
TOP,68,1,"121,105,523,44","36,60,950,96,76"
JUNGLE,121,1,"68,105,523,44","36,60,950,96,76"
MIDDLE,105,1,"68,121,523,44","36,60,950,96,76"
BOTTOM,523,1,"68,121,105,44","36,60,950,96,76"
UTILITY,44,1,"68,121,105,523","36,60,950,96,76"
TOP,266,0,"141,99,15,12","54,104,10,81,43"
JUNGLE,141,0,"266,99,15,12","54,104,10,81,43"
MIDDLE,99,0,"266,141,15,12","54,104,10,81,43"
BOTTOM,15,0,"266,141,99,12","54,104,10,81,43"
UTILITY,12,0,"266,141,99,15","54,104,10,81,43"
TOP,54,1,"104,10,81,43","266,141,99,15,12"
JUNGLE,104,1,"54,10,81,43","266,141,99,15,12"
MIDDLE,10,1,"54,104,81,43","266,141,99,15,12"
BOTTOM,81,1,"54,104,10,43","266,141,99,15,12"
UTILITY,43,1,"54,104,10,81","266,141,99,15,12"
TOP,10,0,"48,3,235,40","80,246,245,99,267"
JUNGLE,48,0,"10,3,235,40","80,246,245,99,267"
MIDDLE,3,0,"10,48,235,40","80,246,245,99,267"
BOTTOM,235,0,"10,48,3,40","80,246,245,99,267"
UTILITY,40,0,"10,48,3,235","80,246,245,99,267"
TOP,80,1,"246,245,99,267","10,48,3,235,40"
JUNGLE,246,1,"80,245,99,267","10,48,3,235,40"
MIDDLE,245,1,"80,246,99,267","10,48,3,235,40"
BOTTOM,99,1,"80,246,245,267","10,48,3,235,40"
UTILITY,267,1,"80,246,245,99","10,48,3,235,40"
TOP,41,1,"36,38,51,201","92,56,55,145,99"
JUNGLE,36,1,"41,38,51,201","92,56,55,145,99"
MIDDLE,38,1,"41,36,51,201","92,56,55,145,99"
BOTTOM,51,1,"41,36,38,201","92,56,55,145,99"
UTILITY,201,1,"41,36,38,51","92,56,55,145,99"
TOP,92,0,"56,55,145,99","41,36,38,51,201"
JUNGLE,56,0,"92,55,145,99","41,36,38,51,201"
MIDDLE,55,0,"92,56,145,99","41,36,38,51,201"
BOTTOM,145,0,"92,56,55,99","41,36,38,51,201"
UTILITY,99,0,"92,56,55,145","41,36,38,51,201"
TOP,114,1,"91,800,910,12","154,64,101,202,432"
JUNGLE,91,1,"114,800,910,12","154,64,101,202,432"
MIDDLE,800,1,"114,91,910,12","154,64,101,202,432"
BOTTOM,910,1,"114,91,800,12","154,64,101,202,432"
UTILITY,12,1,"114,91,800,910","154,64,101,202,432"
TOP,154,0,"64,101,202,432","114,91,800,910,12"
JUNGLE,64,0,"154,101,202,432","114,91,800,910,12"
MIDDLE,101,0,"154,64,202,432","114,91,800,910,12"
BOTTOM,202,0,"154,64,101,432","114,91,800,910,12"
UTILITY,432,0,"154,64,101,202","114,91,800,910,12"
TOP,85,1,"56,14,50,9","887,36,99,901,526"
JUNGLE,56,1,"85,14,50,9","887,36,99,901,526"
MIDDLE,14,1,"85,56,50,9","887,36,99,901,526"
BOTTOM,50,1,"85,56,14,9","887,36,99,901,526"
UTILITY,9,1,"85,56,14,50","887,36,99,901,526"
TOP,887,0,"36,99,901,526","85,56,14,50,9"
JUNGLE,36,0,"887,99,901,526","85,56,14,50,9"
MIDDLE,99,0,"887,36,901,526","85,56,14,50,9"
BOTTOM,901,0,"887,36,99,526","85,56,14,50,9"
UTILITY,526,0,"887,36,99,901","85,56,14,50,9"
TOP,3,1,"113,39,143,555","904,35,163,800,101"
JUNGLE,113,1,"3,39,143,555","904,35,163,800,101"
MIDDLE,39,1,"3,113,143,555","904,35,163,800,101"
BOTTOM,143,1,"3,113,39,555","904,35,163,800,101"
UTILITY,555,1,"3,113,39,143","904,35,163,800,101"
TOP,904,0,"35,163,800,101","3,113,39,143,555"
JUNGLE,35,0,"904,163,800,101","3,113,39,143,555"
MIDDLE,163,0,"904,35,800,101","3,113,39,143,555"
BOTTOM,800,0,"904,35,163,101","3,113,39,143,555"
UTILITY,101,0,"904,35,163,800","3,113,39,143,555"
TOP,517,0,"20,69,30,412","54,102,157,51,99"
JUNGLE,20,0,"517,69,30,412","54,102,157,51,99"
MIDDLE,69,0,"517,20,30,412","54,102,157,51,99"
BOTTOM,30,0,"517,20,69,412","54,102,157,51,99"
UTILITY,412,0,"517,20,69,30","54,102,157,51,99"
TOP,54,1,"102,157,51,99","517,20,69,30,412"
JUNGLE,102,1,"54,157,51,99","517,20,69,30,412"
MIDDLE,157,1,"54,102,51,99","517,20,69,30,412"
BOTTOM,51,1,"54,102,157,99","517,20,69,30,412"
UTILITY,99,1,"54,102,157,51","517,20,69,30,412"
TOP,893,0,"5,238,18,16","96,246,4,51,412"
JUNGLE,5,0,"893,238,18,16","96,246,4,51,412"
MIDDLE,238,0,"893,5,18,16","96,246,4,51,412"
BOTTOM,18,0,"893,5,238,16","96,246,4,51,412"
UTILITY,16,0,"893,5,238,18","96,246,4,51,412"
TOP,96,1,"246,4,51,412","893,5,238,18,16"
JUNGLE,246,1,"96,4,51,412","893,5,238,18,16"
MIDDLE,4,1,"96,246,51,412","893,5,238,18,16"
BOTTOM,51,1,"96,246,4,412","893,5,238,18,16"
UTILITY,412,1,"96,246,4,51","893,5,238,18,16"
TOP,86,1,"36,90,21,50","17,32,246,80,555"
JUNGLE,36,1,"86,90,21,50","17,32,246,80,555"
MIDDLE,90,1,"86,36,21,50","17,32,246,80,555"
BOTTOM,21,1,"86,36,90,50","17,32,246,80,555"
UTILITY,50,1,"86,36,90,21","17,32,246,80,555"
TOP,17,0,"32,246,80,555","86,36,90,21,50"
JUNGLE,32,0,"17,246,80,555","86,36,90,21,50"
MIDDLE,246,0,"17,32,80,555","86,36,90,21,50"
BOTTOM,80,0,"17,32,246,555","86,36,90,21,50"
UTILITY,555,0,"17,32,246,80","86,36,90,21,50"
TOP,69,1,"421,157,51,37","17,77,45,96,117"
JUNGLE,421,1,"69,157,51,37","17,77,45,96,117"
MIDDLE,157,1,"69,421,51,37","17,77,45,96,117"
BOTTOM,51,1,"69,421,157,37","17,77,45,96,117"
UTILITY,37,1,"69,421,157,51","17,77,45,96,117"
TOP,17,0,"77,45,96,117","69,421,157,51,37"
JUNGLE,77,0,"17,45,96,117","69,421,157,51,37"
MIDDLE,45,0,"17,77,96,117","69,421,157,51,37"
BOTTOM,96,0,"17,77,45,117","69,421,157,51,37"
UTILITY,117,0,"17,77,45,96","69,421,157,51,37"
TOP,106,1,"20,39,202,412","79,143,166,51,161"
JUNGLE,20,1,"106,39,202,412","79,143,166,51,161"
MIDDLE,39,1,"106,20,202,412","79,143,166,51,161"
BOTTOM,202,1,"106,20,39,412","79,143,166,51,161"
UTILITY,412,1,"106,20,39,202","79,143,166,51,161"
TOP,79,0,"143,166,51,161","106,20,39,202,412"
JUNGLE,143,0,"79,166,51,161","106,20,39,202,412"
MIDDLE,166,0,"79,143,51,161","106,20,39,202,412"
BOTTOM,51,0,"79,143,166,161","106,20,39,202,412"
UTILITY,161,0,"79,143,166,51","106,20,39,202,412"
TOP,516,1,"104,45,67,40","897,141,134,202,111"
JUNGLE,104,1,"516,45,67,40","897,141,134,202,111"
MIDDLE,45,1,"516,104,67,40","897,141,134,202,111"
BOTTOM,67,1,"516,104,45,40","897,141,134,202,111"
UTILITY,40,1,"516,104,45,67","897,141,134,202,111"
TOP,897,0,"141,134,202,111","516,104,45,67,40"
JUNGLE,141,0,"897,134,202,111","516,104,45,67,40"
MIDDLE,134,0,"897,141,202,111","516,104,45,67,40"
BOTTOM,202,0,"897,141,134,111","516,104,45,67,40"
UTILITY,111,0,"897,141,134,202","516,104,45,67,40"
TOP,92,0,"28,8,16,89","516,200,238,110,161"
JUNGLE,28,0,"92,8,16,89","516,200,238,110,161"
MIDDLE,8,0,"92,28,16,89","516,200,238,110,161"
BOTTOM,16,0,"92,28,8,89","516,200,238,110,161"
UTILITY,89,0,"92,28,8,16","516,200,238,110,161"
TOP,516,1,"200,238,110,161","92,28,8,16,89"
JUNGLE,200,1,"516,238,110,161","92,28,8,16,89"
MIDDLE,238,1,"516,200,110,161","92,28,8,16,89"
BOTTOM,110,1,"516,200,238,161","92,28,8,16,89"
UTILITY,161,1,"516,200,238,110","92,28,8,16,89"
TOP,516,0,"141,45,901,267","86,20,134,222,412"
JUNGLE,141,0,"516,45,901,267","86,20,134,222,412"
MIDDLE,45,0,"516,141,901,267","86,20,134,222,412"
BOTTOM,901,0,"516,141,45,267","86,20,134,222,412"
UTILITY,267,0,"516,141,45,901","86,20,134,222,412"
TOP,86,1,"20,134,222,412","516,141,45,901,267"
JUNGLE,20,1,"86,134,222,412","516,141,45,901,267"
MIDDLE,134,1,"86,20,222,412","516,141,45,901,267"
BOTTOM,222,1,"86,20,134,412","516,141,45,901,267"
UTILITY,412,1,"86,20,134,222","516,141,45,901,267"
TOP,64,1,"106,4,110,432","126,234,518,901,267"
JUNGLE,106,1,"64,4,110,432","126,234,518,901,267"
MIDDLE,4,1,"64,106,110,432","126,234,518,901,267"
BOTTOM,110,1,"64,106,4,432","126,234,518,901,267"
UTILITY,432,1,"64,106,4,110","126,234,518,901,267"
TOP,126,0,"234,518,901,267","64,106,4,110,432"
JUNGLE,234,0,"126,518,901,267","64,106,4,110,432"
MIDDLE,518,0,"126,234,901,267","64,106,4,110,432"
BOTTOM,901,0,"126,234,518,267","64,106,4,110,432"
UTILITY,267,0,"126,234,518,901","64,106,4,110,432"
TOP,69,1,"245,99,119,89","904,154,34,145,57"
JUNGLE,245,1,"69,99,119,89","904,154,34,145,57"
MIDDLE,99,1,"69,245,119,89","904,154,34,145,57"
BOTTOM,119,1,"69,245,99,89","904,154,34,145,57"
UTILITY,89,1,"69,245,99,119","904,154,34,145,57"
TOP,904,0,"154,34,145,57","69,245,99,119,89"
JUNGLE,154,0,"904,34,145,57","69,245,99,119,89"
MIDDLE,34,0,"904,154,145,57","69,245,99,119,89"
BOTTOM,145,0,"904,154,34,57","69,245,99,119,89"
UTILITY,57,0,"904,154,34,145","69,245,99,119,89"
TOP,887,1,"233,55,901,902","41,68,90,360,412"
JUNGLE,233,1,"887,55,901,902","41,68,90,360,412"
MIDDLE,55,1,"887,233,901,902","41,68,90,360,412"
BOTTOM,901,1,"887,233,55,902","41,68,90,360,412"
UTILITY,902,1,"887,233,55,901","41,68,90,360,412"
TOP,41,0,"68,90,360,412","887,233,55,901,902"
JUNGLE,68,0,"41,90,360,412","887,233,55,901,902"
MIDDLE,90,0,"41,68,360,412","887,233,55,901,902"
BOTTOM,360,0,"41,68,90,412","887,233,55,901,902"
UTILITY,412,0,"41,68,90,360","887,233,55,901,902"
TOP,887,0,"254,910,145,80","27,245,166,893,350"
JUNGLE,254,0,"887,910,145,80","27,245,166,893,350"
MIDDLE,910,0,"887,254,145,80","27,245,166,893,350"
BOTTOM,145,0,"887,254,910,80","27,245,166,893,350"
UTILITY,80,0,"887,254,910,145","27,245,166,893,350"
TOP,27,1,"245,166,893,350","887,254,910,145,80"
JUNGLE,245,1,"27,166,893,350","887,254,910,145,80"
MIDDLE,166,1,"27,245,893,350","887,254,910,145,80"
BOTTOM,893,1,"27,245,166,350","887,254,910,145,80"
UTILITY,350,1,"27,245,166,893","887,254,910,145,80"
TOP,223,1,"107,157,29,101","23,28,134,51,53"
JUNGLE,107,1,"223,157,29,101","23,28,134,51,53"
MIDDLE,157,1,"223,107,29,101","23,28,134,51,53"
BOTTOM,29,1,"223,107,157,101","23,28,134,51,53"
UTILITY,101,1,"223,107,157,29","23,28,134,51,53"
TOP,23,0,"28,134,51,53","223,107,157,29,101"
JUNGLE,28,0,"23,134,51,53","223,107,157,29,101"
MIDDLE,134,0,"23,28,51,53","223,107,157,29,101"
BOTTOM,51,0,"23,28,134,53","223,107,157,29,101"
UTILITY,53,0,"23,28,134,51","223,107,157,29,101"
TOP,83,1,"234,136,51,117","122,131,101,81,43"
JUNGLE,234,1,"83,136,51,117","122,131,101,81,43"
MIDDLE,136,1,"83,234,51,117","122,131,101,81,43"
BOTTOM,51,1,"83,234,136,117","122,131,101,81,43"
UTILITY,117,1,"83,234,136,51","122,131,101,81,43"
TOP,122,0,"131,101,81,43","83,234,136,51,117"
JUNGLE,131,0,"122,101,81,43","83,234,136,51,117"
MIDDLE,101,0,"122,131,81,43","83,234,136,51,117"
BOTTOM,81,0,"122,131,101,43","83,234,136,51,117"
UTILITY,43,0,"122,131,101,81","83,234,136,51,117"
TOP,950,1,"234,103,901,111","266,35,127,67,432"
JUNGLE,234,1,"950,103,901,111","266,35,127,67,432"
MIDDLE,103,1,"950,234,901,111","266,35,127,67,432"
BOTTOM,901,1,"950,234,103,111","266,35,127,67,432"
UTILITY,111,1,"950,234,103,901","266,35,127,67,432"
TOP,266,0,"35,127,67,432","950,234,103,901,111"
JUNGLE,35,0,"266,127,67,432","950,234,103,901,111"
MIDDLE,127,0,"266,35,67,432","950,234,103,901,111"
BOTTOM,67,0,"266,35,127,432","950,234,103,901,111"
UTILITY,432,0,"266,35,127,67","950,234,103,901,111"
TOP,875,1,"154,90,51,412","82,48,45,901,40"
JUNGLE,154,1,"875,90,51,412","82,48,45,901,40"
MIDDLE,90,1,"875,154,51,412","82,48,45,901,40"
BOTTOM,51,1,"875,154,90,412","82,48,45,901,40"
UTILITY,412,1,"875,154,90,51","82,48,45,901,40"
TOP,82,0,"48,45,901,40","875,154,90,51,412"
JUNGLE,48,0,"82,45,901,40","875,154,90,51,412"
MIDDLE,45,0,"82,48,901,40","875,154,90,51,412"
BOTTOM,901,0,"82,48,45,40","875,154,90,51,412"
UTILITY,40,0,"82,48,45,901","875,154,90,51,412"
TOP,69,1,"59,800,119,43","875,120,105,51,201"
JUNGLE,59,1,"69,800,119,43","875,120,105,51,201"
MIDDLE,800,1,"69,59,119,43","875,120,105,51,201"
BOTTOM,119,1,"69,59,800,43","875,120,105,51,201"
UTILITY,43,1,"69,59,800,119","875,120,105,51,201"
TOP,875,0,"120,105,51,201","69,59,800,119,43"
JUNGLE,120,0,"875,105,51,201","69,59,800,119,43"
MIDDLE,105,0,"875,120,51,201","69,59,800,119,43"
BOTTOM,51,0,"875,120,105,201","69,59,800,119,43"
UTILITY,201,0,"875,120,105,51","69,59,800,119,43"
TOP,41,0,"233,50,202,497","6,20,157,145,25"
JUNGLE,233,0,"41,50,202,497","6,20,157,145,25"
MIDDLE,50,0,"41,233,202,497","6,20,157,145,25"
BOTTOM,202,0,"41,233,50,497","6,20,157,145,25"
UTILITY,497,0,"41,233,50,202","6,20,157,145,25"
TOP,6,1,"20,157,145,25","41,233,50,202,497"
JUNGLE,20,1,"6,157,145,25","41,233,50,202,497"
MIDDLE,157,1,"6,20,145,25","41,233,50,202,497"
BOTTOM,145,1,"6,20,157,25","41,233,50,202,497"
UTILITY,25,1,"6,20,157,145","41,233,50,202,497"
TOP,92,1,"121,238,161,143","893,254,246,45,99"
JUNGLE,121,1,"92,238,161,143","893,254,246,45,99"
MIDDLE,238,1,"92,121,161,143","893,254,246,45,99"
BOTTOM,161,1,"92,121,238,143","893,254,246,45,99"
UTILITY,143,1,"92,121,238,161","893,254,246,45,99"
TOP,893,0,"254,246,45,99","92,121,238,161,143"
JUNGLE,254,0,"893,246,45,99","92,121,238,161,143"
MIDDLE,246,0,"893,254,45,99","92,121,238,161,143"
BOTTOM,45,0,"893,254,246,99","92,121,238,161,143"
UTILITY,99,0,"893,254,246,45","92,121,238,161,143"
TOP,19,0,"143,134,901,43","17,36,39,145,50"
JUNGLE,143,0,"19,134,901,43","17,36,39,145,50"
MIDDLE,134,0,"19,143,901,43","17,36,39,145,50"
BOTTOM,901,0,"19,143,134,43","17,36,39,145,50"
UTILITY,43,0,"19,143,134,901","17,36,39,145,50"
TOP,17,1,"36,39,145,50","19,143,134,901,43"
JUNGLE,36,1,"17,39,145,50","19,143,134,901,43"
MIDDLE,39,1,"17,36,145,50","19,143,134,901,43"
BOTTOM,145,1,"17,36,39,50","19,143,134,901,43"
UTILITY,50,1,"17,36,39,145","19,143,134,901,43"
TOP,24,0,"234,90,145,26","897,9,13,222,526"
JUNGLE,234,0,"24,90,145,26","897,9,13,222,526"
MIDDLE,90,0,"24,234,145,26","897,9,13,222,526"
BOTTOM,145,0,"24,234,90,26","897,9,13,222,526"
UTILITY,26,0,"24,234,90,145","897,9,13,222,526"
TOP,897,1,"9,13,222,526","24,234,90,145,26"
JUNGLE,9,1,"897,13,222,526","24,234,90,145,26"
MIDDLE,13,1,"897,9,222,526","24,234,90,145,26"
BOTTOM,222,1,"897,9,13,526","24,234,90,145,26"
UTILITY,526,1,"897,9,13,222","24,234,90,145,26"
TOP,106,0,"30,80,523,902","126,82,55,99,26"
JUNGLE,30,0,"106,80,523,902","126,82,55,99,26"
MIDDLE,80,0,"106,30,523,902","126,82,55,99,26"
BOTTOM,523,0,"106,30,80,902","126,82,55,99,26"
UTILITY,902,0,"106,30,80,523","126,82,55,99,26"
TOP,126,1,"82,55,99,26","106,30,80,523,902"
JUNGLE,82,1,"126,55,99,26","106,30,80,523,902"
MIDDLE,55,1,"126,82,99,26","106,30,80,523,902"
BOTTOM,99,1,"126,82,55,26","106,30,80,523,902"
UTILITY,26,1,"126,82,55,99","106,30,80,523,902"
TOP,114,1,"9,43,21,22","897,887,127,29,147"
JUNGLE,9,1,"114,43,21,22","897,887,127,29,147"
MIDDLE,43,1,"114,9,21,22","897,887,127,29,147"
BOTTOM,21,1,"114,9,43,22","897,887,127,29,147"
UTILITY,22,1,"114,9,43,21","897,887,127,29,147"
TOP,897,0,"887,127,29,147","114,9,43,21,22"
JUNGLE,887,0,"897,127,29,147","114,9,43,21,22"
MIDDLE,127,0,"897,887,29,147","114,9,43,21,22"
BOTTOM,29,0,"897,887,127,147","114,9,43,21,22"
UTILITY,147,0,"897,887,127,29","114,9,43,21,22"
TOP,75,1,"32,131,22,412","80,56,3,145,12"
JUNGLE,32,1,"75,131,22,412","80,56,3,145,12"
MIDDLE,131,1,"75,32,22,412","80,56,3,145,12"
BOTTOM,22,1,"75,32,131,412","80,56,3,145,12"
UTILITY,412,1,"75,32,131,22","80,56,3,145,12"
TOP,80,0,"56,3,145,12","75,32,131,22,412"
JUNGLE,56,0,"80,3,145,12","75,32,131,22,412"
MIDDLE,3,0,"80,56,145,12","75,32,131,22,412"
BOTTOM,145,0,"80,56,3,12","75,32,131,22,412"
UTILITY,12,0,"80,56,3,145","75,32,131,22,412"
TOP,58,0,"91,7,901,267","875,234,800,221,117"
JUNGLE,91,0,"58,7,901,267","875,234,800,221,117"
MIDDLE,7,0,"58,91,901,267","875,234,800,221,117"
BOTTOM,901,0,"58,91,7,267","875,234,800,221,117"
UTILITY,267,0,"58,91,7,901","875,234,800,221,117"
TOP,875,1,"234,800,221,117","58,91,7,901,267"
JUNGLE,234,1,"875,800,221,117","58,91,7,901,267"
MIDDLE,800,1,"875,234,221,117","58,91,7,901,267"
BOTTOM,221,1,"875,234,800,117","58,91,7,901,267"
UTILITY,117,1,"875,234,800,221","58,91,7,901,267"
TOP,266,1,"950,127,21,267","54,56,163,81,432"
JUNGLE,950,1,"266,127,21,267","54,56,163,81,432"
MIDDLE,127,1,"266,950,21,267","54,56,163,81,432"
BOTTOM,21,1,"266,950,127,267","54,56,163,81,432"
UTILITY,267,1,"266,950,127,21","54,56,163,81,432"
TOP,54,0,"56,163,81,432","266,950,127,21,267"
JUNGLE,56,0,"54,163,81,432","266,950,127,21,267"
MIDDLE,163,0,"54,56,81,432","266,950,127,21,267"
BOTTOM,81,0,"54,56,163,432","266,950,127,21,267"
UTILITY,432,0,"54,56,163,81","266,950,127,21,267"
TOP,516,1,"113,7,29,267","122,62,134,22,40"
JUNGLE,113,1,"516,7,29,267","122,62,134,22,40"
MIDDLE,7,1,"516,113,29,267","122,62,134,22,40"
BOTTOM,29,1,"516,113,7,267","122,62,134,22,40"
UTILITY,267,1,"516,113,7,29","122,62,134,22,40"
TOP,122,0,"62,134,22,40","516,113,7,29,267"
JUNGLE,62,0,"122,134,22,40","516,113,7,29,267"
MIDDLE,134,0,"122,62,22,40","516,113,7,29,267"
BOTTOM,22,0,"122,62,134,40","516,113,7,29,267"
UTILITY,40,0,"122,62,134,22","516,113,7,29,267"
TOP,69,1,"59,711,523,412","14,154,7,51,350"
JUNGLE,59,1,"69,711,523,412","14,154,7,51,350"
MIDDLE,711,1,"69,59,523,412","14,154,7,51,350"
BOTTOM,523,1,"69,59,711,412","14,154,7,51,350"
UTILITY,412,1,"69,59,711,523","14,154,7,51,350"
TOP,14,0,"154,7,51,350","69,59,711,523,412"
JUNGLE,154,0,"14,7,51,350","69,59,711,523,412"
MIDDLE,7,0,"14,154,51,350","69,59,711,523,412"
BOTTOM,51,0,"14,154,7,350","69,59,711,523,412"
UTILITY,350,0,"14,154,7,51","69,59,711,523,412"
TOP,27,0,"78,39,202,43","164,64,13,804,12"
JUNGLE,78,0,"27,39,202,43","164,64,13,804,12"
MIDDLE,39,0,"27,78,202,43","164,64,13,804,12"
BOTTOM,202,0,"27,78,39,43","164,64,13,804,12"
UTILITY,43,0,"27,78,39,202","164,64,13,804,12"
TOP,164,1,"64,13,804,12","27,78,39,202,43"
JUNGLE,64,1,"164,13,804,12","27,78,39,202,43"
MIDDLE,13,1,"164,64,804,12","27,78,39,202,43"
BOTTOM,804,1,"164,64,13,12","27,78,39,202,43"
UTILITY,12,1,"164,64,13,804","27,78,39,202,43"
TOP,79,0,"113,84,901,201","10,876,86,360,12"
JUNGLE,113,0,"79,84,901,201","10,876,86,360,12"
MIDDLE,84,0,"79,113,901,201","10,876,86,360,12"
BOTTOM,901,0,"79,113,84,201","10,876,86,360,12"
UTILITY,201,0,"79,113,84,901","10,876,86,360,12"
TOP,10,1,"876,86,360,12","79,113,84,901,201"
JUNGLE,876,1,"10,86,360,12","79,113,84,901,201"
MIDDLE,86,1,"10,876,360,12","79,113,84,901,201"
BOTTOM,360,1,"10,876,86,12","79,113,84,901,201"
UTILITY,12,1,"10,876,86,360","79,113,84,901,201"
TOP,516,0,"233,90,901,235","14,19,517,804,201"
JUNGLE,233,0,"516,90,901,235","14,19,517,804,201"
MIDDLE,90,0,"516,233,901,235","14,19,517,804,201"
BOTTOM,901,0,"516,233,90,235","14,19,517,804,201"
UTILITY,235,0,"516,233,90,901","14,19,517,804,201"
TOP,14,1,"19,517,804,201","516,233,90,901,235"
JUNGLE,19,1,"14,517,804,201","516,233,90,901,235"
MIDDLE,517,1,"14,19,804,201","516,233,90,901,235"
BOTTOM,804,1,"14,19,517,201","516,233,90,901,235"
UTILITY,201,1,"14,19,517,804","516,233,90,901,235"
TOP,106,0,"60,142,236,555","31,104,7,81,235"
JUNGLE,60,0,"106,142,236,555","31,104,7,81,235"
MIDDLE,142,0,"106,60,236,555","31,104,7,81,235"
BOTTOM,236,0,"106,60,142,555","31,104,7,81,235"
UTILITY,555,0,"106,60,142,236","31,104,7,81,235"
TOP,31,1,"104,7,81,235","106,60,142,236,555"
JUNGLE,104,1,"31,7,81,235","106,60,142,236,555"
MIDDLE,7,1,"31,104,81,235","106,60,142,236,555"
BOTTOM,81,1,"31,104,7,235","106,60,142,236,555"
UTILITY,235,1,"31,104,7,81","106,60,142,236,555"
TOP,14,0,"121,50,119,57","799,62,127,157,555"
JUNGLE,121,0,"14,50,119,57","799,62,127,157,555"
MIDDLE,50,0,"14,121,119,57","799,62,127,157,555"
BOTTOM,119,0,"14,121,50,57","799,62,127,157,555"
UTILITY,57,0,"14,121,50,119","799,62,127,157,555"
TOP,799,1,"62,127,157,555","14,121,50,119,57"
JUNGLE,62,1,"799,127,157,555","14,121,50,119,57"
MIDDLE,127,1,"799,62,157,555","14,121,50,119,57"
BOTTOM,157,1,"799,62,127,555","14,121,50,119,57"
UTILITY,555,1,"799,62,127,157","14,121,50,119,57"
TOP,14,1,"102,157,22,267","516,75,142,523,147"
JUNGLE,102,1,"14,157,22,267","516,75,142,523,147"
MIDDLE,157,1,"14,102,22,267","516,75,142,523,147"
BOTTOM,22,1,"14,102,157,267","516,75,142,523,147"
UTILITY,267,1,"14,102,157,22","516,75,142,523,147"
TOP,516,0,"75,142,523,147","14,102,157,22,267"
JUNGLE,75,0,"516,142,523,147","14,102,157,22,267"
MIDDLE,142,0,"516,75,523,147","14,102,157,22,267"
BOTTOM,523,0,"516,75,142,147","14,102,157,22,267"
UTILITY,147,0,"516,75,142,523","14,102,157,22,267"
TOP,516,1,"56,103,51,99","86,950,50,145,555"
JUNGLE,56,1,"516,103,51,99","86,950,50,145,555"
MIDDLE,103,1,"516,56,51,99","86,950,50,145,555"
BOTTOM,51,1,"516,56,103,99","86,950,50,145,555"
UTILITY,99,1,"516,56,103,51","86,950,50,145,555"
TOP,86,0,"950,50,145,555","516,56,103,51,99"
JUNGLE,950,0,"86,50,145,555","516,56,103,51,99"
MIDDLE,50,0,"86,950,145,555","516,56,103,51,99"
BOTTOM,145,0,"86,950,50,555","516,56,103,51,99"
UTILITY,555,0,"86,950,50,145","516,56,103,51,99"
TOP,110,1,"59,134,51,526","68,19,3,15,43"
JUNGLE,59,1,"110,134,51,526","68,19,3,15,43"
MIDDLE,134,1,"110,59,51,526","68,19,3,15,43"
BOTTOM,51,1,"110,59,134,526","68,19,3,15,43"
UTILITY,526,1,"110,59,134,51","68,19,3,15,43"
TOP,68,0,"19,3,15,43","110,59,134,51,526"
JUNGLE,19,0,"68,3,15,43","110,59,134,51,526"
MIDDLE,3,0,"68,19,15,43","110,59,134,51,526"
BOTTOM,15,0,"68,19,3,43","110,59,134,51,526"
UTILITY,43,0,"68,19,3,15","110,59,134,51,526"
TOP,74,1,"24,517,67,40","6,111,75,69,17"
JUNGLE,24,1,"74,517,67,40","6,111,75,69,17"
MIDDLE,517,1,"74,24,67,40","6,111,75,69,17"
BOTTOM,67,1,"74,24,517,40","6,111,75,69,17"
UTILITY,40,1,"74,24,517,67","6,111,75,69,17"
TOP,6,0,"111,75,69,17","74,24,517,67,40"
JUNGLE,111,0,"6,75,69,17","74,24,517,67,40"
MIDDLE,75,0,"6,111,69,17","74,24,517,67,40"
BOTTOM,69,0,"6,111,75,17","74,24,517,67,40"
UTILITY,17,0,"6,111,75,69","74,24,517,67,40"
TOP,266,0,"517,127,222,117","114,102,55,145,12"
JUNGLE,517,0,"266,127,222,117","114,102,55,145,12"
MIDDLE,127,0,"266,517,222,117","114,102,55,145,12"
BOTTOM,222,0,"266,517,127,117","114,102,55,145,12"
UTILITY,117,0,"266,517,127,222","114,102,55,145,12"
TOP,114,1,"102,55,145,12","266,517,127,222,117"
JUNGLE,102,1,"114,55,145,12","266,517,127,222,117"
MIDDLE,55,1,"114,102,145,12","266,517,127,222,117"
BOTTOM,145,1,"114,102,55,12","266,517,127,222,117"
UTILITY,12,1,"114,102,55,145","266,517,127,222,117"
