role,championId,win,allies,enemies
JUNGLE,904,1,"69,517,901,34","157,105,31,22,147"
MIDDLE,517,1,"69,904,901,34","157,105,31,22,147"
BOTTOM,901,1,"69,904,517,34","157,105,31,22,147"
UTILITY,34,1,"69,904,517,901","157,105,31,22,147"
TOP,157,0,"105,31,22,147","69,904,517,901,34"
JUNGLE,105,0,"157,31,22,147","69,904,517,901,34"
MIDDLE,31,0,"157,105,22,147","69,904,517,901,34"
BOTTOM,22,0,"157,105,31,147","69,904,517,901,34"
UTILITY,147,0,"157,105,31,22","69,904,517,901,34"
TOP,75,1,"104,127,145,12","83,62,517,202,267"
JUNGLE,104,1,"75,127,145,12","83,62,517,202,267"
MIDDLE,127,1,"75,104,145,12","83,62,517,202,267"
BOTTOM,145,1,"75,104,127,12","83,62,517,202,267"
UTILITY,12,1,"75,104,127,145","83,62,517,202,267"
TOP,83,0,"62,517,202,267","75,104,127,145,12"
JUNGLE,62,0,"83,517,202,267","75,104,127,145,12"
MIDDLE,517,0,"83,62,202,267","75,104,127,145,12"
BOTTOM,202,0,"83,62,517,267","75,104,127,145,12"
UTILITY,267,0,"83,62,517,202","75,104,127,145,12"
TOP,126,0,"14,910,222,902","58,20,39,893,12"
JUNGLE,14,0,"126,910,222,902","58,20,39,893,12"
MIDDLE,910,0,"126,14,222,902","58,20,39,893,12"
BOTTOM,222,0,"126,14,910,902","58,20,39,893,12"
UTILITY,902,0,"126,14,910,222","58,20,39,893,12"
TOP,58,1,"20,39,893,12","126,14,910,222,902"
JUNGLE,20,1,"58,39,893,12","126,14,910,222,902"
MIDDLE,39,1,"58,20,893,12","126,14,910,222,902"
BOTTOM,893,1,"58,20,39,12","126,14,910,222,902"
UTILITY,12,1,"58,20,39,893","126,14,910,222,902"
TOP,122,0,"32,142,42,101","77,104,90,145,267"
JUNGLE,32,0,"122,142,42,101","77,104,90,145,267"
MIDDLE,142,0,"122,32,42,101","77,104,90,145,267"
BOTTOM,42,0,"122,32,142,101","77,104,90,145,267"
UTILITY,101,0,"122,32,142,42","77,104,90,145,267"
TOP,77,1,"104,90,145,267","122,32,142,42,101"
JUNGLE,104,1,"77,90,145,267","122,32,142,42,101"
MIDDLE,90,1,"77,104,145,267","122,32,142,42,101"
BOTTOM,145,1,"77,104,90,267","122,32,142,42,101"
UTILITY,267,1,"77,104,90,145","122,32,142,42,101"
TOP,114,0,"904,39,21,902","54,234,238,119,518"
JUNGLE,904,0,"114,39,21,902","54,234,238,119,518"
MIDDLE,39,0,"114,904,21,902","54,234,238,119,518"
BOTTOM,21,0,"114,904,39,902","54,234,238,119,518"
UTILITY,902,0,"114,904,39,21","54,234,238,119,518"
TOP,54,1,"234,238,119,518","114,904,39,21,902"
JUNGLE,234,1,"54,238,119,518","114,904,39,21,902"
MIDDLE,238,1,"54,234,119,518","114,904,39,21,902"
BOTTOM,119,1,"54,234,238,518","114,904,39,21,902"
UTILITY,518,1,"54,234,238,119","114,904,39,21,902"
TOP,887,0,"141,61,145,267","58,120,13,222,16"
JUNGLE,141,0,"887,61,145,267","58,120,13,222,16"
MIDDLE,61,0,"887,141,145,267","58,120,13,222,16"
BOTTOM,145,0,"887,141,61,267","58,120,13,222,16"
UTILITY,267,0,"887,141,61,145","58,120,13,222,16"
TOP,58,1,"120,13,222,16","887,141,61,145,267"
JUNGLE,120,1,"58,13,222,16","887,141,61,145,267"
MIDDLE,13,1,"58,120,222,16","887,141,61,145,267"
BOTTOM,222,1,"58,120,13,16","887,141,61,145,267"
UTILITY,16,1,"58,120,13,222","887,141,61,145,267"
TOP,875,0,"11,103,901,60","110,24,112,236,111"
JUNGLE,11,0,"875,103,901,60","110,24,112,236,111"
MIDDLE,103,0,"875,11,901,60","110,24,112,236,111"
BOTTOM,901,0,"875,11,103,60","110,24,112,236,111"
UTILITY,60,0,"875,11,103,901","110,24,112,236,111"
TOP,110,1,"24,112,236,111","875,11,103,901,60"
JUNGLE,24,1,"110,112,236,111","875,11,103,901,60"
MIDDLE,112,1,"110,24,236,111","875,11,103,901,60"
BOTTOM,236,1,"110,24,112,111","875,11,103,901,60"
UTILITY,111,1,"110,24,112,236","875,11,103,901,60"
TOP,16,1,"233,84,221,235","266,106,38,110,53"
JUNGLE,233,1,"16,84,221,235","266,106,38,110,53"
MIDDLE,84,1,"16,233,221,235","266,106,38,110,53"
BOTTOM,221,1,"16,233,84,235","266,106,38,110,53"
UTILITY,235,1,"16,233,84,221","266,106,38,110,53"
TOP,266,0,"106,38,110,53","16,233,84,221,235"
JUNGLE,106,0,"266,38,110,53","16,233,84,221,235"
MIDDLE,38,0,"266,106,110,53","16,233,84,221,235"
BOTTOM,110,0,"266,106,38,53","16,233,84,221,235"
UTILITY,53,0,"266,106,38,110","16,233,84,221,235"
TOP,266,1,"234,90,236,201","36,131,13,901,43"
JUNGLE,234,1,"266,90,236,201","36,131,13,901,43"
MIDDLE,90,1,"266,234,236,201","36,131,13,901,43"
BOTTOM,236,1,"266,234,90,201","36,131,13,901,43"
UTILITY,201,1,"266,234,90,236","36,131,13,901,43"
TOP,36,0,"131,13,901,43","266,234,90,236,201"
JUNGLE,131,0,"36,13,901,43","266,234,90,236,201"
MIDDLE,13,0,"36,131,901,43","266,234,90,236,201"
BOTTOM,901,0,"36,131,13,43","266,234,90,236,201"
UTILITY,43,0,"36,131,13,901","266,234,90,236,201"
TOP,84,0,"887,246,81,53","10,59,17,29,201"
JUNGLE,887,0,"84,246,81,53","10,59,17,29,201"
MIDDLE,246,0,"84,887,81,53","10,59,17,29,201"
BOTTOM,81,0,"84,887,246,53","10,59,17,29,201"
UTILITY,53,0,"84,887,246,81","10,59,17,29,201"
TOP,10,1,"59,17,29,201","84,887,246,81,53"
JUNGLE,59,1,"10,17,29,201","84,887,246,81,53"
MIDDLE,17,1,"10,59,29,201","84,887,246,81,53"
BOTTOM,29,1,"10,59,17,201","84,887,246,81,53"
UTILITY,201,1,"10,59,17,29","84,887,246,81,53"
TOP,887,1,"254,90,145,16","8,24,105,901,53"
JUNGLE,254,1,"887,90,145,16","8,24,105,901,53"
MIDDLE,90,1,"887,254,145,16","8,24,105,901,53"
BOTTOM,145,1,"887,254,90,16","8,24,105,901,53"
UTILITY,16,1,"887,254,90,145","8,24,105,901,53"
TOP,8,0,"24,105,901,53","887,254,90,145,16"
JUNGLE,24,0,"8,105,901,53","887,254,90,145,16"
MIDDLE,105,0,"8,24,901,53","887,254,90,145,16"
BOTTOM,901,0,"8,24,105,53","887,254,90,145,16"
UTILITY,53,0,"8,24,105,901","887,254,90,145,16"
TOP,887,1,"91,157,119,412","10,11,99,29,117"
JUNGLE,91,1,"887,157,119,412","10,11,99,29,117"
MIDDLE,157,1,"887,91,119,412","10,11,99,29,117"
BOTTOM,119,1,"887,91,157,412","10,11,99,29,117"
UTILITY,412,1,"887,91,157,119","10,11,99,29,117"
TOP,10,0,"11,99,29,117","887,91,157,119,412"
JUNGLE,11,0,"10,99,29,117","887,91,157,119,412"
MIDDLE,99,0,"10,11,29,117","887,91,157,119,412"
BOTTOM,29,0,"10,11,99,117","887,91,157,119,412"
UTILITY,117,0,"10,11,99,29","887,91,157,119,412"
TOP,516,1,"121,246,81,99","11,245,34,15,43"
JUNGLE,121,1,"516,246,81,99","11,245,34,15,43"
MIDDLE,246,1,"516,121,81,99","11,245,34,15,43"
BOTTOM,81,1,"516,121,246,99","11,245,34,15,43"
UTILITY,99,1,"516,121,246,81","11,245,34,15,43"
TOP,11,0,"245,34,15,43","516,121,246,81,99"
JUNGLE,245,0,"11,34,15,43","516,121,246,81,99"
MIDDLE,34,0,"11,245,15,43","516,121,246,81,99"
BOTTOM,15,0,"11,245,34,43","516,121,246,81,99"
UTILITY,43,0,"11,245,34,15","516,121,246,81,99"
TOP,5,1,"48,103,145,50","777,517,101,81,43"
JUNGLE,48,1,"5,103,145,50","777,517,101,81,43"
MIDDLE,103,1,"5,48,145,50","777,517,101,81,43"
BOTTOM,145,1,"5,48,103,50","777,517,101,81,43"
UTILITY,50,1,"5,48,103,145","777,517,101,81,43"
TOP,777,0,"517,101,81,43","5,48,103,145,50"
JUNGLE,517,0,"777,101,81,43","5,48,103,145,50"
MIDDLE,101,0,"777,517,81,43","5,48,103,145,50"
BOTTOM,81,0,"777,517,101,43","5,48,103,145,50"
UTILITY,43,0,"777,517,101,81","5,48,103,145,50"
TOP,85,1,"143,950,236,267","24,19,8,145,89"
JUNGLE,143,1,"85,950,236,267","24,19,8,145,89"
MIDDLE,950,1,"85,143,236,267","24,19,8,145,89"
BOTTOM,236,1,"85,143,950,267","24,19,8,145,89"
UTILITY,267,1,"85,143,950,236","24,19,8,145,89"
TOP,24,0,"19,8,145,89","85,143,950,236,267"
JUNGLE,19,0,"24,8,145,89","85,143,950,236,267"
MIDDLE,8,0,"24,19,145,89","85,143,950,236,267"
BOTTOM,145,0,"24,19,8,89","85,143,950,236,267"
UTILITY,89,0,"24,19,8,145","85,143,950,236,267"
TOP,106,0,"427,96,4,117","86,11,55,498,267"
JUNGLE,427,0,"106,96,4,117","86,11,55,498,267"
MIDDLE,96,0,"106,427,4,117","86,11,55,498,267"
BOTTOM,4,0,"106,427,96,117","86,11,55,498,267"
UTILITY,117,0,"106,427,96,4","86,11,55,498,267"
TOP,86,1,"11,55,498,267","106,427,96,4,117"
JUNGLE,11,1,"86,55,498,267","106,427,96,4,117"
MIDDLE,55,1,"86,11,498,267","106,427,96,4,117"
BOTTOM,498,1,"86,11,55,267","106,427,96,4,117"
UTILITY,267,1,"86,11,55,498","106,427,96,4,117"
TOP,75,1,"154,238,15,80","83,105,157,81,555"
JUNGLE,154,1,"75,238,15,80","83,105,157,81,555"
MIDDLE,238,1,"75,154,15,80","83,105,157,81,555"
BOTTOM,15,1,"75,154,238,80","83,105,157,81,555"
UTILITY,80,1,"75,154,238,15","83,105,157,81,555"
TOP,83,0,"105,157,81,555","75,154,238,15,80"
JUNGLE,105,0,"83,157,81,555","75,154,238,15,80"
MIDDLE,157,0,"83,105,81,555","75,154,238,15,80"
BOTTOM,81,0,"83,105,157,555","75,154,238,15,80"
UTILITY,555,0,"83,105,157,81","75,154,238,15,80"
TOP,36,1,"11,800,15,902","6,203,127,21,53"
JUNGLE,11,1,"36,800,15,902","6,203,127,21,53"
MIDDLE,800,1,"36,11,15,902","6,203,127,21,53"
BOTTOM,15,1,"36,11,800,902","6,203,127,21,53"
UTILITY,902,1,"36,11,800,15","6,203,127,21,53"
TOP,6,0,"203,127,21,53","36,11,800,15,902"
JUNGLE,203,0,"6,127,21,53","36,11,800,15,902"
MIDDLE,127,0,"6,203,21,53","36,11,800,15,902"
BOTTOM,21,0,"6,203,127,53","36,11,800,15,902"
UTILITY,53,0,"6,203,127,21","36,11,800,15,902"
TOP,157,0,"11,800,145,3","58,234,55,63,99"
JUNGLE,11,0,"157,800,145,3","58,234,55,63,99"
MIDDLE,800,0,"157,11,145,3","58,234,55,63,99"
BOTTOM,145,0,"157,11,800,3","58,234,55,63,99"
UTILITY,3,0,"157,11,800,145","58,234,55,63,99"
TOP,58,1,"234,55,63,99","157,11,800,145,3"
JUNGLE,234,1,"58,55,63,99","157,11,800,145,3"
MIDDLE,55,1,"58,234,63,99","157,11,800,145,3"
BOTTOM,63,1,"58,234,55,99","157,11,800,145,3"
UTILITY,99,1,"58,234,55,63","157,11,800,145,3"
TOP,41,0,"254,82,136,412","122,234,96,51,50"
JUNGLE,254,0,"41,82,136,412","122,234,96,51,50"
MIDDLE,82,0,"41,254,136,412","122,234,96,51,50"
BOTTOM,136,0,"41,254,82,412","122,234,96,51,50"
UTILITY,412,0,"41,254,82,136","122,234,96,51,50"
TOP,122,1,"234,96,51,50","41,254,82,136,412"
JUNGLE,234,1,"122,96,51,50","41,254,82,136,412"
MIDDLE,96,1,"122,234,51,50","41,254,82,136,412"
BOTTOM,51,1,"122,234,96,50","41,254,82,136,412"
UTILITY,50,1,"122,234,96,51","41,254,82,136,412"
TOP,13,1,"121,245,22,412","157,32,134,222,110"
JUNGLE,121,1,"13,245,22,412","157,32,134,222,110"
MIDDLE,245,1,"13,121,22,412","157,32,134,222,110"
BOTTOM,22,1,"13,121,245,412","157,32,134,222,110"
UTILITY,412,1,"13,121,245,22","157,32,134,222,110"
TOP,157,0,"32,134,222,110","13,121,245,22,412"
JUNGLE,32,0,"157,134,222,110","13,121,245,22,412"
MIDDLE,134,0,"157,32,222,110","13,121,245,22,412"
BOTTOM,222,0,"157,32,134,110","13,121,245,22,412"
UTILITY,110,0,"157,32,134,222","13,121,245,22,412"
TOP,98,1,"5,147,222,497","150,24,61,901,412"
JUNGLE,5,1,"98,147,222,497","150,24,61,901,412"
MIDDLE,147,1,"98,5,222,497","150,24,61,901,412"
BOTTOM,222,1,"98,5,147,497","150,24,61,901,412"
UTILITY,497,1,"98,5,147,222","150,24,61,901,412"
TOP,150,0,"24,61,901,412","98,5,147,222,497"
JUNGLE,24,0,"150,61,901,412","98,5,147,222,497"
MIDDLE,61,0,"150,24,901,412","98,5,147,222,497"
BOTTOM,901,0,"150,24,61,412","98,5,147,222,497"
UTILITY,412,0,"150,24,61,901","98,5,147,222,497"
TOP,82,0,"234,950,498,235","92,887,38,119,267"
JUNGLE,234,0,"82,950,498,235","92,887,38,119,267"
MIDDLE,950,0,"82,234,498,235","92,887,38,119,267"
BOTTOM,498,0,"82,234,950,235","92,887,38,119,267"
UTILITY,235,0,"82,234,950,498","92,887,38,119,267"
TOP,92,1,"887,38,119,267","82,234,950,498,235"
JUNGLE,887,1,"92,38,119,267","82,234,950,498,235"
MIDDLE,38,1,"92,887,119,267","82,234,950,498,235"
BOTTOM,119,1,"92,887,38,267","82,234,950,498,235"
UTILITY,267,1,"92,887,38,119","82,234,950,498,235"
TOP,110,0,"120,103,235,99","106,56,112,51,161"
JUNGLE,120,0,"110,103,235,99","106,56,112,51,161"
MIDDLE,103,0,"110,120,235,99","106,56,112,51,161"
BOTTOM,235,0,"110,120,103,99","106,56,112,51,161"
UTILITY,99,0,"110,120,103,235","106,56,112,51,161"
TOP,106,1,"56,112,51,161","110,120,103,235,99"
JUNGLE,56,1,"106,112,51,161","110,120,103,235,99"
MIDDLE,112,1,"106,56,51,161","110,120,103,235,99"
BOTTOM,51,1,"106,56,112,161","110,120,103,235,99"
UTILITY,161,1,"106,56,112,51","110,120,103,235,99"
TOP,10,1,"20,238,67,117","86,32,127,222,350"
JUNGLE,20,1,"10,238,67,117","86,32,127,222,350"
MIDDLE,238,1,"10,20,67,117","86,32,127,222,350"
BOTTOM,67,1,"10,20,238,117","86,32,127,222,350"
UTILITY,117,1,"10,20,238,67","86,32,127,222,350"
TOP,86,0,"32,127,222,350","10,20,238,67,117"
JUNGLE,32,0,"86,127,222,350","10,20,238,67,117"
MIDDLE,127,0,"86,32,222,350","10,20,238,67,117"
BOTTOM,222,0,"86,32,127,350","10,20,238,67,117"
UTILITY,350,0,"86,32,127,222","10,20,238,67,117"
TOP,904,1,"120,55,145,267","54,234,61,804,555"
JUNGLE,120,1,"904,55,145,267","54,234,61,804,555"
MIDDLE,55,1,"904,120,145,267","54,234,61,804,555"
BOTTOM,145,1,"904,120,55,267","54,234,61,804,555"
UTILITY,267,1,"904,120,55,145","54,234,61,804,555"
TOP,54,0,"234,61,804,555","904,120,55,145,267"
JUNGLE,234,0,"54,61,804,555","904,120,55,145,267"
MIDDLE,61,0,"54,234,804,555","904,120,55,145,267"
BOTTOM,804,0,"54,234,61,555","904,120,55,145,267"
UTILITY,555,0,"54,234,61,804","904,120,55,145,267"
TOP,10,1,"131,91,202,50","51,35,517,145,60"
JUNGLE,131,1,"10,91,202,50","51,35,517,145,60"
MIDDLE,91,1,"10,131,202,50","51,35,517,145,60"
BOTTOM,202,1,"10,131,91,50","51,35,517,145,60"
UTILITY,50,1,"10,131,91,202","51,35,517,145,60"
TOP,51,0,"35,517,145,60","10,131,91,202,50"
JUNGLE,35,0,"51,517,145,60","10,131,91,202,50"
MIDDLE,517,0,"51,35,145,60","10,131,91,202,50"
BOTTOM,145,0,"51,35,517,60","10,131,91,202,50"
UTILITY,60,0,"51,35,517,145","10,131,91,202,50"
TOP,14,0,"234,13,81,53","39,131,8,222,267"
JUNGLE,234,0,"14,13,81,53","39,131,8,222,267"
MIDDLE,13,0,"14,234,81,53","39,131,8,222,267"
BOTTOM,81,0,"14,234,13,53","39,131,8,222,267"
UTILITY,53,0,"14,234,13,81","39,131,8,222,267"
TOP,39,1,"131,8,222,267","14,234,13,81,53"
JUNGLE,131,1,"39,8,222,267","14,234,13,81,53"
MIDDLE,8,1,"39,131,222,267","14,234,13,81,53"
BOTTOM,222,1,"39,131,8,267","14,234,13,81,53"
UTILITY,267,1,"39,131,8,222","14,234,13,81,53"
TOP,266,1,"234,134,18,412","82,254,518,202,89"
JUNGLE,234,1,"266,134,18,412","82,254,518,202,89"
MIDDLE,134,1,"266,234,18,412","82,254,518,202,89"
BOTTOM,18,1,"266,234,134,412","82,254,518,202,89"
UTILITY,412,1,"266,234,134,18","82,254,518,202,89"
TOP,82,0,"254,518,202,89","266,234,134,18,412"
JUNGLE,254,0,"82,518,202,89","266,234,134,18,412"
MIDDLE,518,0,"82,254,202,89","266,234,134,18,412"
BOTTOM,202,0,"82,254,518,89","266,234,134,18,412"
UTILITY,89,0,"82,254,518,202","266,234,134,18,412"
TOP,50,1,"62,103,22,412","38,799,134,67,201"
JUNGLE,62,1,"50,103,22,412","38,799,134,67,201"
MIDDLE,103,1,"50,62,22,412","38,799,134,67,201"
BOTTOM,22,1,"50,62,103,412","38,799,134,67,201"
UTILITY,412,1,"50,62,103,22","38,799,134,67,201"
TOP,38,0,"799,134,67,201","50,62,103,22,412"
JUNGLE,799,0,"38,134,67,201","50,62,103,22,412"
MIDDLE,134,0,"38,799,67,201","50,62,103,22,412"
BOTTOM,67,0,"38,799,134,201","50,62,103,22,412"
UTILITY,201,0,"38,799,134,67","50,62,103,22,412"
TOP,6,0,"121,84,222,16","36,28,103,51,432"
JUNGLE,121,0,"6,84,222,16","36,28,103,51,432"
MIDDLE,84,0,"6,121,222,16","36,28,103,51,432"
BOTTOM,222,0,"6,121,84,16","36,28,103,51,432"
UTILITY,16,0,"6,121,84,222","36,28,103,51,432"
TOP,36,1,"28,103,51,432","6,121,84,222,16"
JUNGLE,28,1,"36,103,51,432","6,121,84,222,16"
MIDDLE,103,1,"36,28,51,432","6,121,84,222,16"
BOTTOM,51,1,"36,28,103,432","6,121,84,222,16"
UTILITY,432,1,"36,28,103,51","6,121,84,222,16"
TOP,8,0,"24,166,51,12","266,517,800,221,350"
JUNGLE,24,0,"8,166,51,12","266,517,800,221,350"
MIDDLE,166,0,"8,24,51,12","266,517,800,221,350"
BOTTOM,51,0,"8,24,166,12","266,517,800,221,350"
UTILITY,12,0,"8,24,166,51","266,517,800,221,350"
TOP,266,1,"517,800,221,350","8,24,166,51,12"
JUNGLE,517,1,"266,800,221,350","8,24,166,51,12"
MIDDLE,800,1,"266,517,221,350","8,24,166,51,12"
BOTTOM,221,1,"266,517,800,350","8,24,166,51,12"
UTILITY,350,1,"266,517,800,221","8,24,166,51,12"
TOP,31,1,"59,38,145,267","904,54,777,51,902"
JUNGLE,59,1,"31,38,145,267","904,54,777,51,902"
MIDDLE,38,1,"31,59,145,267","904,54,777,51,902"
BOTTOM,145,1,"31,59,38,267","904,54,777,51,902"
UTILITY,267,1,"31,59,38,145","904,54,777,51,902"
TOP,904,0,"54,777,51,902","31,59,38,145,267"
JUNGLE,54,0,"904,777,51,902","31,59,38,145,267"
MIDDLE,777,0,"904,54,51,902","31,59,38,145,267"
BOTTOM,51,0,"904,54,777,902","31,59,38,145,267"
UTILITY,902,0,"904,54,777,51","31,59,38,145,267"
TOP,266,1,"113,112,29,43","58,876,245,804,267"
JUNGLE,113,1,"266,112,29,43","58,876,245,804,267"
MIDDLE,112,1,"266,113,29,43","58,876,245,804,267"
BOTTOM,29,1,"266,113,112,43","58,876,245,804,267"
UTILITY,43,1,"266,113,112,29","58,876,245,804,267"
TOP,58,0,"876,245,804,267","266,113,112,29,43"
JUNGLE,876,0,"58,245,804,267","266,113,112,29,43"
MIDDLE,245,0,"58,876,804,267","266,113,112,29,43"
BOTTOM,804,0,"58,876,245,267","266,113,112,29,43"
UTILITY,267,0,"58,876,245,804","266,113,112,29,43"
TOP,10,1,"24,136,51,497","904,887,517,21,12"
JUNGLE,24,1,"10,136,51,497","904,887,517,21,12"
MIDDLE,136,1,"10,24,51,497","904,887,517,21,12"
BOTTOM,51,1,"10,24,136,497","904,887,517,21,12"
UTILITY,497,1,"10,24,136,51","904,887,517,21,12"
TOP,904,0,"887,517,21,12","10,24,136,51,497"
JUNGLE,887,0,"904,517,21,12","10,24,136,51,497"
MIDDLE,517,0,"904,887,21,12","10,24,136,51,497"
BOTTOM,21,0,"904,887,517,12","10,24,136,51,497"
UTILITY,12,0,"904,887,517,21","10,24,136,51,497"
TOP,420,0,"77,161,51,235","875,104,34,15,267"
JUNGLE,77,0,"420,161,51,235","875,104,34,15,267"
,161,0,"420,77,51,235","875,104,34,15,267"
BOTTOM,51,0,"420,77,161,235","875,104,34,15,267"
UTILITY,235,0,"420,77,161,51","875,104,34,15,267"
TOP,875,1,"104,34,15,267","420,77,161,51,235"
JUNGLE,104,1,"875,34,15,267","420,77,161,51,235"
MIDDLE,34,1,"875,104,15,267","420,77,161,51,235"
BOTTOM,15,1,"875,104,34,267","420,77,161,51,235"
UTILITY,267,1,"875,104,34,15","420,77,161,51,235"
TOP,2,1,"234,103,523,412","68,32,99,119,164"
JUNGLE,234,1,"2,103,523,412","68,32,99,119,164"
MIDDLE,103,1,"2,234,523,412","68,32,99,119,164"
BOTTOM,523,1,"2,234,103,412","68,32,99,119,164"
UTILITY,412,1,"2,234,103,523","68,32,99,119,164"
TOP,68,0,"32,99,119,164","2,234,103,523,412"
JUNGLE,32,0,"68,99,119,164","2,234,103,523,412"
MIDDLE,99,0,"68,32,119,164","2,234,103,523,412"
BOTTOM,119,0,"68,32,99,164","2,234,103,523,412"
UTILITY,164,0,"68,32,99,119","2,234,103,523,412"
TOP,516,0,"254,1,67,40","75,141,103,236,267"
JUNGLE,254,0,"516,1,67,40","75,141,103,236,267"
MIDDLE,1,0,"516,254,67,40","75,141,103,236,267"
BOTTOM,67,0,"516,254,1,40","75,141,103,236,267"
UTILITY,40,0,"516,254,1,67","75,141,103,236,267"
TOP,75,1,"141,103,236,267","516,254,1,67,40"
JUNGLE,141,1,"75,103,236,267","516,254,1,67,40"
MIDDLE,103,1,"75,141,236,267","516,254,1,67,40"
BOTTOM,236,1,"75,141,103,267","516,254,1,67,40"
UTILITY,267,1,"75,141,103,236","516,254,1,67,40"
TOP,39,1,"56,8,18,223","82,245,161,119,111"
JUNGLE,56,1,"39,8,18,223","82,245,161,119,111"
MIDDLE,8,1,"39,56,18,223","82,245,161,119,111"
BOTTOM,18,1,"39,56,8,223","82,245,161,119,111"
UTILITY,223,1,"39,56,8,18","82,245,161,119,111"
TOP,82,0,"245,161,119,111","39,56,8,18,223"
JUNGLE,245,0,"82,161,119,111","39,56,8,18,223"
MIDDLE,161,0,"82,245,119,111","39,56,8,18,223"
BOTTOM,119,0,"82,245,161,111","39,56,8,18,223"
UTILITY,111,0,"82,245,161,119","39,56,8,18,223"
TOP,36,1,"121,13,45,89","141,238,55,523,902"
JUNGLE,121,1,"36,13,45,89","141,238,55,523,902"
MIDDLE,13,1,"36,121,45,89","141,238,55,523,902"
BOTTOM,45,1,"36,121,13,89","141,238,55,523,902"
UTILITY,89,1,"36,121,13,45","141,238,55,523,902"
TOP,141,0,"238,55,523,902","36,121,13,45,89"
JUNGLE,238,0,"141,55,523,902","36,121,13,45,89"
MIDDLE,55,0,"141,238,523,902","36,121,13,45,89"
BOTTOM,523,0,"141,238,55,902","36,121,13,45,89"
UTILITY,902,0,"141,238,55,523","36,121,13,45,89"
TOP,36,0,"35,42,901,26","67,98,99,804,53"
JUNGLE,35,0,"36,42,901,26","67,98,99,804,53"
MIDDLE,42,0,"36,35,901,26","67,98,99,804,53"
BOTTOM,901,0,"36,35,42,26","67,98,99,804,53"
UTILITY,26,0,"36,35,42,901","67,98,99,804,53"
TOP,67,1,"98,99,804,53","36,35,42,901,26"
JUNGLE,98,1,"67,99,804,53","36,35,42,901,26"
MIDDLE,99,1,"67,98,804,53","36,35,42,901,26"
BOTTOM,804,1,"67,98,99,53","36,35,42,901,26"
UTILITY,53,1,"67,98,99,804","36,35,42,901,26"
TOP,126,0,"238,4,202,37","41,5,103,69,267"
JUNGLE,238,0,"126,4,202,37","41,5,103,69,267"
MIDDLE,4,0,"126,238,202,37","41,5,103,69,267"
BOTTOM,202,0,"126,238,4,37","41,5,103,69,267"
UTILITY,37,0,"126,238,4,202","41,5,103,69,267"
TOP,41,1,"5,103,69,267","126,238,4,202,37"
JUNGLE,5,1,"41,103,69,267","126,238,4,202,37"
MIDDLE,103,1,"41,5,69,267","126,238,4,202,37"
BOTTOM,69,1,"41,5,103,267","126,238,4,202,37"
UTILITY,267,1,"41,5,103,69","126,238,4,202,37"
TOP,904,1,"950,10,18,800","54,59,8,901,63"
JUNGLE,950,1,"904,10,18,800","54,59,8,901,63"
MIDDLE,10,1,"904,950,18,800","54,59,8,901,63"
BOTTOM,18,1,"904,950,10,800","54,59,8,901,63"
UTILITY,800,1,"904,950,10,18","54,59,8,901,63"
TOP,54,0,"59,8,901,63","904,950,10,18,800"
JUNGLE,59,0,"54,8,901,63","904,950,10,18,800"
MIDDLE,8,0,"54,59,901,63","904,950,10,18,800"
BOTTOM,901,0,"54,59,8,63","904,950,10,18,800"
UTILITY,63,0,"54,59,8,901","904,950,10,18,800"
TOP,19,0,"36,134,51,26","72,121,112,45,37"
JUNGLE,36,0,"19,134,51,26","72,121,112,45,37"
MIDDLE,134,0,"19,36,51,26","72,121,112,45,37"
BOTTOM,51,0,"19,36,134,26","72,121,112,45,37"
UTILITY,26,0,"19,36,134,51","72,121,112,45,37"
TOP,72,1,"121,112,45,37","19,36,134,51,26"
JUNGLE,121,1,"72,112,45,37","19,36,134,51,26"
MIDDLE,112,1,"72,121,45,37","19,36,134,51,26"
BOTTOM,45,1,"72,121,112,37","19,36,134,51,26"
UTILITY,37,1,"72,121,112,45","19,36,134,51,26"
TOP,14,1,"60,10,18,16","96,35,55,145,111"
JUNGLE,60,1,"14,10,18,16","96,35,55,145,111"
MIDDLE,10,1,"14,60,18,16","96,35,55,145,111"
BOTTOM,18,1,"14,60,10,16","96,35,55,145,111"
UTILITY,16,1,"14,60,10,18","96,35,55,145,111"
TOP,96,0,"35,55,145,111","14,60,10,18,16"
JUNGLE,35,0,"96,55,145,111","14,60,10,18,16"
MIDDLE,55,0,"96,35,145,111","14,60,10,18,16"
BOTTOM,145,0,"96,35,55,111","14,60,10,18,16"
UTILITY,111,0,"96,35,55,145","14,60,10,18,16"
TOP,98,0,"245,80,145,497","266,517,901,895,161"
JUNGLE,245,0,"98,80,145,497","266,517,901,895,161"
MIDDLE,80,0,"98,245,145,497","266,517,901,895,161"
BOTTOM,145,0,"98,245,80,497","266,517,901,895,161"
UTILITY,497,0,"98,245,80,145","266,517,901,895,161"
TOP,266,1,"517,901,895,161","98,245,80,145,497"
JUNGLE,517,1,"266,901,895,161","98,245,80,145,497"
MIDDLE,901,1,"266,517,895,161","98,245,80,145,497"
BOTTOM,895,1,"266,517,901,161","98,245,80,145,497"
UTILITY,161,1,"266,517,901,895","98,245,80,145,497"
TOP,17,0,"203,96,136,800","223,113,3,202,101"
JUNGLE,203,0,"17,96,136,800","223,113,3,202,101"
MIDDLE,96,0,"17,203,136,800","223,113,3,202,101"
BOTTOM,136,0,"17,203,96,800","223,113,3,202,101"
